CommodityID,Month-year,Wholesale Price Index,Inflation (CPI) %
CD85,2018-08-01,126.4,1.95
CD72,2017-09-01,154.0,0.44
CD31,2014-11-01,129.5,1.83
CD31,2014-10-01,126.7,0.11
CD124,2020-06-01,114.2,0.7
CD34,2017-05-01,107.0,1.44
CD55,2019-07-01,105.7,1.61
CD59,2016-01-01,121.5,1.92
CD32,2015-02-01,156.8,0.22
CD122,2020-09-01,110.6,1.68
CD46,2018-01-01,147.1,1.15
CD68,2014-13-01,93.5,1.56
CD80,2012-07-01,131.5,0.3
CD28,2015-01-01,156.5,0.74
CD49,2016-08-01,140.0,0.2
CD104,2017-12-01,98.4,0.7
CD121,2020-01-01,106.2,1.94
CD103,2014-08-01,120.0,1.12
CD112,2012-12-01,105.6,1.93
CD130,2015-04-01,148.4,1.81
CD128,2019-06-01,147.0,0.44
CD80,2016-11-01,91.8,1.84
CD31,2014-09-01,126.1,1.1
CD125,2018-05-01,153.4,1.64
CD54,2016-11-01,112.1,0.98
CD79,2019-09-01,113.5,0.25
CD32,2018-13-01,104.3,0.64
CD5,2015-12-01,109.7,0.55
CD88,2016-06-01,102.5,1.95
CD30,2019-11-01,114.9,0.81
CD44,2019-10-01,102.2,0.31
CD109,2015-04-01,130.4,1.44
CD111,2015-11-01,154.5,1.27
CD139,2015-13-01,128.3,0.07
CD107,2014-08-01,102.1,0.83
CD70,2012-05-01,135.3,0.8
CD125,2012-13-01,104.1,0.52
CD80,2020-04-01,93.5,0.46
CD8,2018-10-01,121.2,1.16
CD119,2013-02-01,123.1,1.35
CD13,2020-09-01,114.3,0.29
CD85,2018-04-01,110.0,1.97
CD77,2018-09-01,155.8,0.74
CD136,2017-09-01,153.9,1.88
CD3,2020-02-01,148.8,0.76
CD141,2014-01-01,135.6,1.86
CD73,2019-11-01,145.8,1.96
CD10,2018-11-01,103.2,0.24
CD20,2019-01-01,125.9,0.34
CD13,2015-01-01,97.7,0.09
CD51,2019-11-01,151.0,1.19
CD142,2020-07-01,146.5,0.88
CD103,2012-12-01,129.9,0.22
CD27,2019-07-01,102.4,0.27
CD115,2012-13-01,152.1,0.53
CD8,2017-09-01,91.0,1.16
CD43,2014-10-01,109.5,0.5
CD90,2020-11-01,122.5,0.96
CD24,2018-02-01,133.9,0.23
CD113,2015-09-01,121.4,0.87
CD42,2016-11-01,135.6,1.65
CD118,2019-02-01,116.4,0.5
CD91,2017-13-01,131.3,0.91
CD75,2018-01-01,117.1,1.98
CD137,2014-06-01,142.4,1.31
CD122,2013-02-01,90.3,0.96
CD48,2014-01-01,132.7,0.18
CD65,2019-02-01,158.4,0.7
CD118,2012-06-01,136.1,0.92
CD138,2020-08-01,154.8,0.86
CD114,2014-11-01,123.8,0.25
CD68,2020-04-01,122.6,0.86
CD75,2019-07-01,132.9,1.64
CD107,2018-07-01,98.7,1.02
CD55,2017-05-01,161.3,0.26
CD123,2019-02-01,123.5,0.25
CD142,2017-01-01,96.9,0.01
CD3,2020-09-01,97.9,0.57
CD118,2014-13-01,104.2,0.29
CD119,2015-02-01,153.7,1.4
CD88,2016-11-01,128.8,0.78
CD77,2015-07-01,151.2,1.91
CD113,2017-04-01,133.6,1.7
CD88,2018-12-01,94.1,1.59
CD66,2017-04-01,111.9,1.67
CD114,2019-12-01,99.9,0.44
CD29,2018-01-01,124.3,0.7
CD115,2015-06-01,156.6,1.87
CD80,2019-10-01,132.6,1.66
CD1,2017-12-01,156.1,1.83
CD60,2014-05-01,146.3,0.98
CD116,2015-09-01,151.0,0.45
CD24,2012-07-01,129.4,0.6
CD75,2017-10-01,133.7,0.33
CD131,2017-12-01,110.0,0.86
CD75,2015-12-01,114.6,1.14
CD91,2016-12-01,116.7,1.05
CD116,2014-04-01,115.6,0.85
CD105,2014-11-01,118.9,1.35
CD93,2015-02-01,145.6,1.12
CD14,2015-09-01,144.5,0.74
CD25,2019-06-01,95.9,1.14
CD39,2016-11-01,91.5,1.15
CD51,2020-05-01,149.5,1.81
CD120,2018-10-01,140.7,0.92
CD7,2012-09-01,126.9,1.78
CD66,2016-11-01,101.6,1.49
CD135,2017-13-01,97.0,0.25
CD74,2014-02-01,134.7,1.54
CD27,2019-05-01,149.8,1.34
CD114,2017-12-01,91.7,0.09
CD127,2012-12-01,154.9,0.12
CD6,2017-07-01,104.1,1.85
CD122,2020-04-01,125.9,1.7
CD27,2020-07-01,95.0,0.34
CD19,2015-02-01,144.9,1.05
CD41,2014-05-01,93.9,0.38
CD85,2020-07-01,130.6,1.27
CD27,2012-06-01,119.4,0.83
CD37,2020-01-01,112.0,0.96
CD52,2017-04-01,150.5,1.92
CD74,2019-06-01,94.5,1.77
CD119,2019-12-01,148.6,0.3
CD142,2019-02-01,114.3,1.74
CD17,2019-01-01,119.5,0.98
CD74,2012-04-01,113.2,0.16
CD18,2018-11-01,148.3,0.21
CD12,2020-04-01,110.8,1.62
CD114,2013-02-01,112.0,0.21
CD105,2015-11-01,99.6,1.14
CD116,2018-04-01,113.6,0.04
CD38,2017-08-01,111.7,0.6
CD37,2020-05-01,99.4,1.9
CD121,2020-08-01,114.4,1.25
CD24,2017-06-01,100.9,1.89
CD47,2014-07-01,125.2,0.61
CD126,2018-04-01,115.5,0.19
CD54,2019-11-01,105.1,0.69
CD53,2016-09-01,155.5,1.03
CD29,2018-01-01,156.4,0.08
CD121,2019-06-01,160.0,1.92
CD95,2019-04-01,113.4,1.67
CD60,2014-13-01,136.3,1.78
CD1,2012-05-01,95.1,0.82
CD49,2020-12-01,155.7,1.29
CD129,2015-08-01,150.6,1.7
CD100,2018-08-01,102.1,1.44
CD44,2014-10-01,119.2,1.57
CD79,2019-07-01,155.0,1.76
CD54,2012-11-01,100.0,1.92
CD15,2013-01-01,141.9,0.71
CD138,2019-05-01,152.5,0.62
CD140,2016-04-01,95.5,1.81
CD101,2015-09-01,102.2,0.88
CD114,2017-13-01,152.3,1.25
CD119,2013-01-01,123.9,1.89
CD141,2012-10-01,124.8,1.19
CD3,2015-08-01,150.5,0.52
CD97,2012-04-01,92.1,0.72
CD20,2016-08-01,144.9,0.17
CD86,2016-05-01,152.3,0.19
CD113,2015-08-01,133.2,0.58
CD43,2012-04-01,124.2,0.81
CD136,2015-07-01,140.9,1.76
CD100,2012-09-01,147.8,1.86
CD39,2014-13-01,146.0,1.47
CD100,2016-04-01,117.3,0.17
CD8,2014-06-01,91.0,0.53
CD124,2014-11-01,152.0,0.89
CD112,2018-09-01,149.7,0.75
CD35,2015-13-01,116.2,1.52
CD8,2016-05-01,100.8,1.23
CD85,2014-09-01,141.4,1.04
CD53,2016-11-01,119.3,1.31
CD24,2014-12-01,116.7,0.31
CD80,2016-10-01,149.0,0.69
CD32,2016-12-01,150.2,0.04
CD133,2017-13-01,136.8,0.8
CD111,2018-12-01,127.1,0.18
CD11,2016-11-01,140.5,0.31
CD37,2020-09-01,126.0,0.42
CD56,2019-01-01,121.2,1.14
CD133,2015-06-01,116.8,0.24
CD45,2015-07-01,141.8,1.22
CD23,2018-10-01,103.0,1.01
CD8,2020-05-01,156.6,0.16
CD86,2020-05-01,94.0,0.41
CD80,2012-12-01,95.1,1.9
CD59,2019-12-01,144.8,0.71
CD49,2014-04-01,125.1,0.55
CD64,2016-11-01,140.8,1.99
CD25,2015-08-01,111.2,0.58
CD131,2017-12-01,114.3,0.46
CD64,2018-05-01,128.3,0.18
CD137,2018-08-01,97.5,1.07
CD45,2018-02-01,143.8,0.4
CD76,2012-04-01,136.0,0.51
CD141,2017-05-01,161.5,1.24
CD45,2020-09-01,92.0,0.1
CD30,2016-06-01,151.8,0.96
CD104,2016-13-01,90.4,0.51
CD35,2016-04-01,109.4,0.95
CD89,2016-04-01,158.9,1.38
CD110,2017-10-01,105.0,0.23
CD133,2018-12-01,101.2,1.86
CD128,2019-01-01,145.2,1.59
CD67,2014-12-01,154.7,1.05
CD133,2016-13-01,156.5,0.67
CD114,2020-04-01,111.7,0.89
CD130,2020-08-01,139.8,1.76
CD80,2017-11-01,136.5,1.89
CD97,2018-05-01,125.1,0.88
CD37,2017-12-01,153.9,1.54
CD60,2017-10-01,135.5,0.01
CD60,2017-05-01,132.7,1.86
CD36,2015-06-01,116.4,0.21
CD93,2017-04-01,91.4,1.6
CD132,2015-13-01,100.7,0.62
CD14,2020-04-01,147.2,1.91
CD92,2019-06-01,124.6,1.31
CD79,2015-13-01,152.7,0.28
CD60,2020-04-01,147.1,1.54
CD135,2012-10-01,118.6,1.73
CD32,2016-10-01,95.2,0.53
CD54,2020-07-01,108.4,0.8
CD96,2018-02-01,145.9,1.49
CD107,2018-04-01,138.8,0.6
CD105,2018-06-01,144.8,0.79
CD1,2019-01-01,149.8,0.18
CD45,2020-04-01,105.2,1.47
CD120,2017-12-01,120.0,1.37
CD4,2015-05-01,140.9,1.91
CD22,2014-06-01,95.8,1.58
CD60,2017-12-01,108.8,1.96
CD73,2018-05-01,137.2,2.0
CD39,2020-12-01,120.8,1.35
CD17,2019-02-01,94.2,0.69
CD22,2020-04-01,157.4,1.6
CD116,2016-08-01,115.2,0.48
CD137,2018-12-01,105.8,0.09
CD86,2019-09-01,91.1,1.41
CD36,2017-06-01,154.6,0.97
CD37,2019-13-01,118.4,1.03
CD102,2019-06-01,124.2,0.05
CD122,2015-06-01,115.9,1.55
CD8,2017-07-01,142.3,1.09
CD141,2012-12-01,147.5,1.68
CD137,2020-10-01,134.5,0.49
CD118,2020-11-01,113.0,0.33
CD8,2015-11-01,143.2,0.77
CD60,2016-07-01,137.7,0.03
CD84,2016-09-01,161.0,0.55
CD74,2020-01-01,147.4,0.66
CD14,2012-05-01,157.3,0.48
CD140,2014-13-01,133.4,0.43
CD92,2020-09-01,94.5,1.91
CD85,2012-05-01,139.3,0.68
CD18,2016-10-01,132.0,0.24
CD135,2019-10-01,142.1,1.15
CD122,2015-09-01,140.9,0.57
CD69,2017-10-01,107.2,0.33
CD109,2015-08-01,114.8,1.97
CD98,2013-02-01,109.5,1.89
CD114,2020-12-01,161.2,1.27
CD125,2019-01-01,139.9,0.48
CD111,2019-04-01,118.1,1.57
CD27,2016-07-01,148.5,0.44
CD10,2017-11-01,149.6,0.11
CD81,2020-01-01,110.8,1.3
CD75,2016-04-01,114.9,0.76
CD48,2012-09-01,116.8,0.86
CD135,2015-09-01,153.9,1.23
CD47,2012-07-01,91.5,0.89
CD139,2015-02-01,97.0,0.65
CD32,2014-02-01,117.4,1.37
CD73,2012-05-01,140.2,0.56
CD15,2015-11-01,104.4,1.88
CD99,2019-05-01,95.4,0.06
CD32,2015-02-01,93.2,0.32
CD71,2012-05-01,109.5,0.9
CD98,2014-12-01,151.3,1.07
CD29,2015-05-01,102.3,0.35
CD51,2014-09-01,157.7,0.03
CD132,2016-08-01,96.1,1.1
CD126,2018-10-01,135.9,1.77
CD11,2016-07-01,104.3,0.41
CD56,2016-04-01,136.0,0.41
CD22,2015-06-01,122.3,0.78
CD11,2019-08-01,111.7,0.69
CD56,2020-12-01,161.4,0.14
CD101,2015-01-01,139.7,1.67
CD59,2019-05-01,162.0,0.39
CD18,2017-01-01,121.6,1.76
CD21,2014-04-01,112.1,1.31
CD126,2014-12-01,105.1,0.04
CD51,2018-09-01,134.7,1.01
CD34,2018-11-01,129.1,0.85
CD75,2017-13-01,142.9,1.82
CD42,2015-13-01,151.5,1.89
CD139,2012-08-01,154.7,1.22
CD28,2016-13-01,102.7,0.72
CD75,2017-01-01,130.5,1.12
CD7,2017-01-01,110.5,0.55
CD13,2019-01-01,120.7,1.99
CD60,2015-11-01,91.7,0.51
CD60,2017-01-01,161.7,0.78
CD5,2017-07-01,134.2,1.38
CD19,2017-08-01,111.1,1.45
CD14,2020-05-01,135.4,1.62
CD141,2016-07-01,156.8,0.35
CD11,2016-10-01,146.7,0.38
CD7,2016-08-01,138.1,0.29
CD141,2016-08-01,126.7,0.89
CD104,2016-07-01,112.9,0.69
CD102,2020-05-01,140.2,2.0
CD6,2019-12-01,120.8,1.83
CD14,2017-01-01,154.9,1.09
CD33,2017-09-01,160.1,1.8
CD79,2016-06-01,143.0,1.5
CD16,2015-04-01,109.5,0.44
CD100,2015-08-01,138.3,0.25
CD130,2019-09-01,148.1,0.84
CD71,2012-10-01,139.2,1.49
CD128,2016-12-01,103.9,0.05
CD123,2020-05-01,145.0,0.08
CD79,2018-01-01,135.1,1.78
CD95,2013-01-01,95.3,0.64
CD28,2020-09-01,126.1,1.78
CD89,2020-11-01,99.3,1.73
CD9,2020-02-01,148.0,1.16
CD96,2016-04-01,92.8,1.17
CD76,2014-06-01,105.0,1.78
CD16,2018-08-01,156.0,1.56
CD72,2015-04-01,126.3,0.91
CD14,2018-13-01,120.1,1.16
CD59,2020-12-01,111.9,0.13
CD124,2016-07-01,91.8,1.53
CD117,2014-04-01,122.5,0.91
CD135,2018-01-01,143.0,0.74
CD38,2015-07-01,107.4,0.72
CD21,2020-04-01,99.3,0.38
CD49,2020-12-01,110.3,0.18
CD110,2016-04-01,91.1,0.07
CD48,2014-05-01,156.6,1.88
CD103,2019-06-01,146.8,0.67
CD93,2014-13-01,135.9,0.55
CD6,2018-12-01,134.0,0.82
CD102,2012-10-01,126.9,0.8
CD71,2014-11-01,146.5,1.86
CD10,2015-11-01,108.5,0.27
CD79,2015-12-01,161.0,0.65
CD67,2019-05-01,124.9,0.15
CD32,2019-10-01,152.1,0.73
CD63,2012-08-01,114.1,1.64
CD122,2014-11-01,93.5,0.5
CD104,2015-08-01,136.7,0.27
CD28,2018-02-01,100.3,0.15
CD129,2012-08-01,161.4,0.06
CD65,2014-05-01,113.2,1.92
CD5,2016-01-01,95.9,0.59
CD134,2015-08-01,160.7,1.43
CD125,2012-11-01,146.6,1.24
CD101,2015-11-01,117.8,0.91
CD136,2018-12-01,158.6,0.53
CD89,2018-08-01,144.4,0.07
CD39,2019-10-01,146.8,1.27
CD78,2017-02-01,108.6,1.61
CD137,2019-09-01,110.8,0.6
CD3,2017-08-01,99.7,1.8
CD91,2016-09-01,116.6,0.79
CD91,2020-01-01,156.3,0.89
CD86,2019-01-01,104.6,1.69
CD97,2015-01-01,140.3,1.12
CD81,2012-12-01,150.9,0.97
CD42,2016-01-01,91.8,1.05
CD65,2017-08-01,99.1,0.88
CD24,2019-12-01,122.1,0.5
CD116,2016-01-01,125.7,1.0
CD116,2015-08-01,107.4,1.57
CD136,2018-01-01,100.6,1.33
CD61,2017-08-01,115.0,0.06
CD18,2016-09-01,96.3,1.64
CD113,2016-11-01,158.6,1.94
CD45,2017-04-01,131.2,1.45
CD19,2012-08-01,116.1,0.02
CD66,2018-02-01,121.5,0.52
CD65,2019-12-01,146.5,0.3
CD49,2014-04-01,92.0,1.42
CD60,2020-01-01,161.2,0.9
CD5,2020-05-01,98.7,1.76
CD69,2014-04-01,93.3,1.71
CD78,2012-09-01,140.5,0.18
CD87,2019-07-01,138.1,0.53
CD110,2016-04-01,100.0,1.81
CD95,2015-04-01,161.2,0.23
CD74,2016-11-01,111.4,1.22
CD118,2017-02-01,113.7,0.04
CD126,2020-09-01,111.3,1.53
CD58,2015-09-01,112.1,1.73
CD1,2018-10-01,98.9,0.15
CD62,2015-13-01,90.3,1.55
CD83,2016-12-01,122.8,1.66
CD83,2017-13-01,102.9,0.47
CD100,2016-06-01,151.2,0.85
CD131,2012-13-01,141.5,1.58
CD54,2015-05-01,91.0,1.18
CD29,2014-12-01,103.8,1.32
CD33,2017-11-01,132.9,0.42
CD98,2014-05-01,142.4,1.23
CD6,2017-10-01,142.9,0.1
CD110,2014-12-01,137.4,0.9
CD54,2016-04-01,153.5,0.31
CD71,2012-04-01,140.1,1.06
CD141,2015-12-01,92.4,0.99
CD107,2015-06-01,133.0,0.51
CD79,2020-04-01,136.9,1.6
CD43,2020-07-01,128.0,0.24
CD139,2016-02-01,121.9,0.09
CD14,2017-05-01,153.3,1.15
CD7,2012-06-01,128.0,0.77
CD78,2012-12-01,155.5,1.69
CD117,2020-09-01,106.7,0.72
CD113,2019-04-01,131.7,1.29
CD9,2019-11-01,145.4,1.16
CD103,2015-13-01,95.4,0.45
CD100,2018-02-01,124.9,0.5
CD100,2014-11-01,118.6,0.83
CD130,2014-04-01,99.9,0.86
CD44,2012-06-01,153.7,0.16
CD92,2018-13-01,119.9,0.77
CD102,2014-07-01,142.2,1.08
CD88,2019-06-01,98.9,0.94
CD82,2014-07-01,131.6,1.17
CD104,2016-07-01,145.4,1.36
CD130,2017-12-01,134.1,1.95
CD42,2020-12-01,137.1,0.39
CD102,2014-04-01,91.1,1.38
CD74,2014-08-01,140.6,0.36
CD22,2020-12-01,122.5,1.52
CD93,2019-11-01,131.4,0.05
CD92,2015-09-01,142.3,0.61
CD77,2017-09-01,106.9,0.14
CD26,2018-07-01,141.2,1.39
CD59,2016-06-01,94.9,0.14
CD101,2012-09-01,161.1,1.97
CD78,2012-04-01,106.4,0.02
CD15,2015-01-01,155.8,0.71
CD60,2016-09-01,156.2,1.36
CD54,2020-08-01,118.3,0.42
CD13,2015-08-01,120.2,0.04
CD32,2019-08-01,157.4,0.43
CD139,2017-08-01,132.2,0.83
CD59,2018-04-01,105.6,1.4
CD121,2020-04-01,108.4,0.77
CD28,2020-04-01,99.2,1.61
CD87,2012-09-01,131.5,0.07
CD22,2012-06-01,135.5,0.34
CD131,2017-11-01,102.2,1.5
CD116,2017-13-01,158.5,0.5
CD31,2019-02-01,107.2,1.87
CD102,2020-01-01,151.7,0.74
CD136,2018-10-01,149.5,2.0
CD138,2020-11-01,156.1,0.88
CD46,2014-05-01,144.4,0.81
CD15,2018-13-01,129.6,0.81
CD130,2015-08-01,134.2,1.37
CD115,2016-08-01,112.4,1.74
CD109,2012-07-01,120.4,1.15
CD57,2018-10-01,114.3,0.95
CD84,2014-06-01,127.8,0.76
CD85,2019-13-01,122.4,0.62
CD79,2018-07-01,118.3,1.12
CD118,2017-11-01,137.8,1.13
CD92,2019-13-01,151.9,0.58
CD142,2019-04-01,143.6,0.16
CD4,2015-13-01,114.9,1.3
CD140,2015-10-01,154.6,0.16
CD33,2013-02-01,143.2,0.29
CD83,2015-12-01,154.4,0.1
CD136,2018-06-01,101.8,0.33
CD22,2014-11-01,127.9,0.43
CD100,2018-12-01,124.1,1.51
CD57,2015-04-01,114.7,1.82
CD97,2020-04-01,109.7,0.15
CD105,2019-07-01,114.2,1.83
CD118,2017-07-01,112.6,0.2
CD39,2015-06-01,114.7,0.21
CD60,2017-10-01,92.4,0.38
CD74,2018-04-01,122.3,1.99
CD18,2015-02-01,104.4,1.71
CD57,2020-02-01,106.7,1.72
CD138,2016-07-01,96.4,1.53
CD65,2016-09-01,129.6,1.7
CD5,2012-09-01,153.6,1.96
CD81,2018-10-01,161.6,1.18
CD20,2019-02-01,146.7,0.59
CD14,2020-06-01,90.3,0.59
CD59,2014-07-01,123.4,1.61
CD11,2018-04-01,124.4,0.9
CD121,2017-05-01,91.6,1.82
CD118,2015-11-01,109.8,0.3
CD125,2018-11-01,143.0,1.91
CD140,2019-10-01,132.5,1.8
CD93,2014-05-01,158.9,1.0
CD44,2020-12-01,94.8,0.7
CD42,2019-12-01,129.7,0.67
CD125,2019-13-01,158.4,0.93
CD49,2017-11-01,93.0,0.9
CD133,2018-09-01,113.8,1.18
CD32,2015-05-01,156.3,0.88
CD82,2020-12-01,139.8,1.76
CD41,2018-04-01,159.6,1.24
CD55,2020-09-01,91.7,1.11
CD97,2014-06-01,143.3,1.36
CD5,2016-09-01,141.1,0.05
CD84,2014-08-01,126.1,1.91
CD141,2019-08-01,127.0,0.22
CD22,2016-12-01,124.4,0.94
CD128,2018-06-01,140.4,0.4
CD46,2015-11-01,147.5,0.74
CD29,2019-07-01,146.7,0.43
CD77,2018-07-01,120.0,0.71
CD140,2019-13-01,134.7,1.19
CD93,2018-08-01,117.6,0.98
CD122,2012-05-01,90.2,0.61
CD133,2018-11-01,132.3,1.5
CD15,2012-10-01,107.5,0.57
CD51,2018-04-01,154.7,1.98
CD30,2015-02-01,99.4,1.21
CD86,2020-07-01,157.2,1.17
CD71,2018-06-01,119.6,1.53
CD139,2019-10-01,139.1,0.5
CD110,2012-13-01,133.3,1.58
CD117,2020-12-01,155.0,0.7
CD94,2018-02-01,101.3,0.5
CD141,2020-12-01,131.1,1.19
CD66,2015-04-01,90.5,1.57
CD21,2017-01-01,139.7,1.55
CD9,2015-05-01,131.2,1.65
CD40,2017-11-01,145.6,1.18
CD80,2014-04-01,132.1,1.17
CD26,2012-04-01,102.4,1.82
CD11,2012-13-01,155.0,1.59
CD99,2020-02-01,105.8,1.44
CD119,2018-05-01,95.6,0.46
CD103,2017-04-01,137.6,0.33
CD23,2020-12-01,114.2,1.06
CD137,2017-08-01,124.4,0.66
CD56,2020-04-01,132.2,1.64
CD1,2014-07-01,138.6,1.54
CD137,2012-12-01,150.1,0.69
CD24,2012-07-01,115.9,1.11
CD92,2014-01-01,144.6,1.64
CD126,2015-06-01,123.0,0.42
CD134,2014-02-01,119.0,1.85
CD39,2020-02-01,138.5,1.86
CD133,2018-01-01,128.2,1.46
CD117,2014-01-01,90.1,0.81
CD98,2020-08-01,100.5,1.82
CD108,2012-06-01,96.4,1.86
CD117,2012-12-01,137.1,0.23
CD37,2015-04-01,115.0,0.41
CD131,2014-10-01,143.3,1.42
CD83,2020-07-01,155.7,0.71
CD32,2014-07-01,140.6,0.76
CD37,2019-12-01,101.5,1.61
CD53,2015-07-01,145.6,0.66
CD136,2014-13-01,109.0,1.51
CD119,2018-01-01,149.3,1.42
CD48,2016-06-01,108.1,1.24
CD113,2020-12-01,114.5,0.27
CD6,2018-07-01,144.5,0.46
CD131,2018-08-01,127.2,0.1
CD97,2012-11-01,121.6,1.81
CD123,2017-09-01,157.5,0.62
CD27,2017-10-01,122.7,0.86
CD122,2015-07-01,130.1,1.71
CD75,2019-12-01,152.6,1.9
CD43,2016-11-01,94.6,1.83
CD31,2019-12-01,138.2,0.72
CD92,2014-12-01,149.9,0.81
CD111,2019-12-01,142.3,1.48
CD24,2020-07-01,125.6,1.0
CD142,2014-06-01,100.4,0.87
CD141,2019-01-01,95.2,1.29
CD103,2020-10-01,146.5,0.25
CD39,2016-07-01,116.0,1.57
CD89,2014-10-01,135.3,0.56
CD114,2016-04-01,118.5,1.14
CD79,2012-10-01,145.9,1.95
CD82,2016-06-01,92.0,0.96
CD60,2020-12-01,139.9,1.27
CD23,2016-02-01,130.7,0.15
CD48,2015-11-01,131.3,1.43
CD103,2016-02-01,132.0,0.75
CD4,2015-01-01,115.7,0.97
CD28,2016-11-01,111.4,1.83
CD108,2014-04-01,121.1,1.84
CD76,2019-11-01,105.6,1.12
CD1,2020-11-01,112.2,0.61
CD78,2019-02-01,121.2,0.11
CD6,2014-01-01,99.3,1.55
CD44,2014-11-01,137.6,1.77
CD129,2012-06-01,134.8,1.26
CD21,2014-12-01,99.6,1.05
CD43,2018-08-01,95.8,1.03
CD14,2017-13-01,149.5,1.88
CD111,2019-06-01,138.7,0.57
CD114,2018-12-01,104.4,1.62
CD121,2015-08-01,151.9,0.38
CD7,2019-13-01,106.2,0.46
CD77,2012-05-01,116.1,0.33
CD112,2020-06-01,111.8,0.94
CD25,2016-11-01,130.5,0.48
CD108,2020-12-01,154.5,0.31
CD33,2020-01-01,128.1,0.25
CD138,2019-07-01,99.8,1.72
CD59,2020-09-01,96.0,1.29
CD23,2015-11-01,159.3,0.27
CD84,2020-06-01,151.0,2.0
CD87,2012-13-01,95.4,0.36
CD114,2020-06-01,130.5,1.68
CD111,2019-08-01,119.6,1.09
CD28,2012-13-01,118.7,0.68
CD124,2014-09-01,115.1,1.74
CD133,2014-06-01,142.3,0.53
CD29,2016-12-01,117.1,1.44
CD7,2016-07-01,127.0,0.29
CD83,2020-05-01,147.5,1.6
CD35,2018-07-01,132.2,1.18
CD125,2020-06-01,135.9,1.18
CD9,2020-07-01,99.6,0.07
CD118,2017-02-01,105.4,1.57
CD133,2019-06-01,136.9,1.52
CD61,2016-01-01,96.7,0.11
CD57,2012-04-01,139.4,1.78
CD64,2012-05-01,145.6,1.29
CD107,2017-07-01,94.9,1.43
CD131,2012-09-01,108.9,1.85
CD126,2017-04-01,127.9,0.12
CD52,2014-10-01,142.3,0.95
CD141,2018-12-01,137.4,1.17
CD72,2012-12-01,99.6,0.08
CD1,2012-08-01,124.1,1.77
CD4,2014-01-01,129.1,0.66
CD33,2015-05-01,121.5,0.54
CD132,2018-11-01,133.0,1.46
CD30,2019-10-01,115.4,0.85
CD7,2019-08-01,137.9,0.24
CD64,2016-10-01,107.8,0.68
CD95,2012-10-01,127.6,1.64
CD9,2020-09-01,116.6,1.89
CD72,2014-04-01,147.0,1.12
CD2,2019-11-01,111.7,1.35
CD52,2017-06-01,118.3,1.42
CD130,2020-08-01,141.3,1.92
CD30,2016-11-01,114.9,0.25
CD5,2020-02-01,97.0,1.4
CD34,2018-11-01,92.5,0.4
CD97,2015-10-01,160.7,1.41
CD95,2018-04-01,98.2,1.62
CD56,2016-02-01,161.3,0.75
CD47,2013-01-01,155.8,1.22
CD66,2019-09-01,113.1,1.48
CD71,2015-05-01,128.8,0.41
CD66,2019-04-01,117.7,1.82
CD37,2019-13-01,98.0,1.23
CD27,2012-04-01,94.0,1.43
CD124,2017-02-01,112.1,1.53
CD120,2017-10-01,92.9,1.1
CD58,2019-13-01,126.8,1.72
CD117,2016-06-01,111.9,0.99
CD117,2014-11-01,140.3,1.19
CD142,2012-06-01,153.4,1.6
CD58,2015-04-01,155.5,1.0
CD46,2012-05-01,135.2,1.58
CD41,2018-01-01,140.5,1.45
CD111,2018-02-01,143.8,0.8
CD129,2019-09-01,106.9,1.37
CD34,2015-07-01,127.2,0.73
CD77,2015-10-01,94.9,0.19
CD64,2018-11-01,159.5,0.18
CD106,2016-13-01,107.3,1.98
CD68,2020-07-01,160.2,1.9
CD106,2014-09-01,96.8,0.29
CD50,2015-10-01,119.8,0.65
CD18,2020-12-01,129.6,1.96
CD51,2017-07-01,136.8,0.55
CD46,2020-10-01,140.0,0.97
CD107,2015-09-01,141.5,1.35
CD102,2015-07-01,103.0,0.35
CD63,2015-11-01,134.3,0.15
CD134,2012-13-01,95.9,1.02
CD34,2015-01-01,161.9,1.46
CD33,2015-08-01,139.3,0.7
CD104,2017-13-01,111.2,0.91
CD45,2018-01-01,156.9,1.46
CD17,2020-12-01,157.5,1.19
CD127,2020-06-01,102.7,1.08
CD38,2017-12-01,111.3,0.24
CD79,2019-04-01,110.1,1.26
CD132,2016-02-01,108.1,0.98
CD112,2020-07-01,127.4,1.67
CD62,2017-07-01,102.8,1.7
CD52,2014-08-01,158.7,0.52
CD106,2016-04-01,113.3,0.25
CD129,2016-08-01,114.7,0.36
CD117,2019-05-01,97.3,0.32
CD125,2017-12-01,117.2,1.2
CD120,2015-11-01,105.4,0.14
CD44,2014-06-01,126.2,1.7
CD67,2018-04-01,149.9,1.84
CD34,2015-01-01,113.7,0.42
CD46,2017-04-01,161.9,0.54
CD17,2012-09-01,115.4,0.4
CD142,2015-11-01,105.2,1.65
CD53,2015-04-01,124.9,0.68
CD24,2017-11-01,115.5,1.17
CD111,2020-10-01,155.6,1.63
CD125,2018-05-01,96.1,1.34
CD70,2018-13-01,94.3,1.15
CD48,2015-06-01,153.5,0.85
CD31,2020-07-01,96.6,0.03
CD48,2014-08-01,105.9,0.73
CD108,2018-13-01,94.5,1.63
CD139,2019-06-01,155.4,0.26
CD88,2017-09-01,135.5,0.8
CD89,2012-06-01,151.9,0.49
CD32,2016-04-01,111.7,0.42
CD34,2016-02-01,112.8,0.77
CD56,2016-01-01,109.7,1.84
CD29,2019-06-01,103.6,0.33
CD30,2016-11-01,98.0,1.6
CD77,2018-05-01,137.1,1.2
CD105,2012-05-01,96.1,0.13
