Month-year,CommodityID,Production weight (in million tonnes),Labour_availability,Govt_policy_change,Demand,Cost of production,Climatic factor 1,Climatic factor 2,Maximum price per kg,Minimum support price (in Rs./Quintal)
2019-01-01,CD135,29.51,Low,Yes,Long-run,41477.0,1,0,850.0,6501
2014-06-01,CD92,19.18,Abundant,No,Low,47584.0,0,0,3089.0,8625
2016-12-01,CD23,89.13,Low,No,Short-run,15393.0,0,0,1972.0,2916
2012-07-01,CD117,91.52,Low,Yes,Long-run,42754.0,1,0,991.0,2265
2015-04-01,CD41,90.76,Moderate,Yes,Long-run,37273.0,1,1,1816.0,4292
2015-11-01,CD127,9.28,Moderate,Yes,High,34441.0,1,1,3622.0,1345
2016-02-01,CD117,41.59,Abundant,No,Short-run,53702.0,1,1,3016.0,6631
2020-08-01,CD34,11.16,Abundant,Yes,Very-low,56830.0,0,1,592.0,3267
2013-07-01,CD129,97.19,Low,Yes,Low,63054.0,0,1,4318.0,3692
2019-08-01,CD49,67.95,Moderate,Yes,Short-run,33518.0,0,1,4477.0,4656
2012-05-01,CD22,44.89,Abundant,Yes,High,77750.0,1,1,3175.0,2967
2019-10-01,CD116,82.45,Abundant,Yes,Long-run,46402.0,1,1,5531.0,7420
2020-03-01,CD56,81.18,Abundant,No,Long-run,28042.0,1,1,5367.0,3200
2013-08-01,CD73,94.6,Low,No,Very-low,16023.0,0,0,2941.0,7166
2012-03-01,CD100,45.9,Abundant,No,Low,43034.0,1,0,708.0,1826
2012-11-01,CD78,45.13,Moderate,No,Long-run,49466.0,1,0,365.0,6390
2020-06-01,CD129,30.94,Abundant,Yes,Long-run,68296.0,1,0,1087.0,3736
2015-03-01,CD84,68.08,Moderate,No,Very-low,62105.0,1,0,3043.0,2136
2018-01-01,CD111,56.22,Abundant,Yes,Short-run,25536.0,0,0,2995.0,5141
2020-08-01,CD17,56.1,Abundant,Yes,High,24363.0,0,0,4543.0,3779
2017-04-01,CD28,57.99,Abundant,No,Long-run,92364.0,1,1,5412.0,6120
2012-02-01,CD65,48.17,Abundant,Yes,Low,1801.0,1,1,1754.0,5636
2015-12-01,CD49,27.14,Abundant,No,Short-run,91844.0,1,1,1944.0,3303
2012-07-01,CD13,73.34,Abundant,Yes,High,46747.0,1,0,1024.0,7152
2015-02-01,CD83,19.08,Moderate,No,Long-run,84825.0,1,0,4383.0,4069
2019-10-01,CD28,0.44,Low,No,High,11715.0,1,1,1144.0,8810
2012-04-01,CD2,86.75,Low,No,Low,43289.0,1,1,1902.0,7379
2017-09-01,CD114,55.57,Low,Yes,Low,63076.0,0,1,3268.0,4667
2013-11-01,CD138,48.49,Abundant,No,Low,84214.0,0,0,2182.0,7276
2019-06-01,CD136,99.78,Moderate,No,High,76014.0,1,1,2898.0,2108
2017-09-01,CD101,80.2,Abundant,Yes,Short-run,81225.0,0,0,4014.0,1374
2017-04-01,CD31,16.64,Moderate,No,Very-low,32713.0,0,1,3549.0,3743
2016-08-01,CD83,46.11,Low,No,Very-low,37878.0,0,1,2140.0,8571
2016-07-01,CD131,28.71,Moderate,No,High,47850.0,0,1,4615.0,7502
2014-04-01,CD21,19.21,Abundant,Yes,Short-run,54766.0,0,0,3126.0,3853
2012-07-01,CD69,55.78,Abundant,Yes,Long-run,81652.0,0,0,1935.0,4250
2018-12-01,CD17,65.49,Abundant,No,Short-run,9839.0,0,1,3139.0,7992
2020-11-01,CD132,0.25,Abundant,No,Short-run,41680.0,0,1,535.0,8202
2017-12-01,CD48,26.6,Low,Yes,Very-low,70655.0,0,1,5507.0,1724
2017-08-01,CD11,2.66,Low,No,Very-low,60983.0,1,0,4323.0,3207
2015-08-01,CD19,90.97,Moderate,No,Short-run,52970.0,0,1,1065.0,4458
2019-09-01,CD61,62.74,Low,Yes,Very-low,26111.0,0,0,3409.0,7992
2012-07-01,CD24,32.87,Low,No,Very-low,60588.0,0,0,603.0,4996
2014-10-01,CD3,85.35,Moderate,No,Short-run,54106.0,1,1,3839.0,2272
2020-04-01,CD24,83.98,Low,No,Very-low,34779.0,1,0,3419.0,7079
2014-07-01,CD111,75.0,Moderate,No,Very-low,43012.0,0,1,5317.0,4610
2016-11-01,CD100,2.88,Abundant,Yes,High,69390.0,0,1,3382.0,7788
2018-02-01,CD73,45.66,Moderate,No,Short-run,87286.0,1,1,92.0,3314
2013-01-01,CD89,57.8,Abundant,No,Low,60633.0,0,0,2083.0,7026
2015-03-01,CD12,50.65,Moderate,Yes,High,80998.0,0,1,2705.0,6254
2018-01-01,CD39,42.91,Moderate,Yes,High,41645.0,0,1,4844.0,4763
2016-01-01,CD37,37.85,Abundant,Yes,High,87248.0,1,1,4070.0,2688
2015-03-01,CD48,61.89,Low,No,Short-run,41855.0,1,0,3608.0,3993
2016-07-01,CD132,27.61,Abundant,No,Very-low,80440.0,0,0,1414.0,3739
2014-11-01,CD62,54.32,Low,Yes,Short-run,86382.0,0,0,328.0,8383
2017-08-01,CD54,2.39,Low,No,Very-low,88670.0,0,1,4975.0,1784
2017-03-01,CD77,91.41,Low,No,Very-low,65860.0,0,0,4633.0,6377
2015-04-01,CD36,67.65,Abundant,No,Long-run,83107.0,0,0,578.0,2413
2016-04-01,CD43,13.81,Abundant,Yes,Short-run,44269.0,0,0,3970.0,1888
2014-01-01,CD37,13.86,Abundant,Yes,Low,15827.0,0,0,2450.0,2778
2016-11-01,CD108,47.38,Low,No,Very-low,79019.0,1,0,4210.0,1428
2020-09-01,CD21,18.05,Abundant,Yes,Low,6728.0,0,0,4784.0,5670
2019-08-01,CD112,73.07,Moderate,No,Short-run,14319.0,1,1,2018.0,5518
2013-09-01,CD73,85.77,Moderate,No,Very-low,30222.0,0,1,2859.0,8268
2016-03-01,CD43,1.03,Abundant,No,Long-run,6115.0,0,1,5048.0,1797
2012-10-01,CD39,87.65,Moderate,Yes,Short-run,57077.0,1,0,1485.0,4458
2014-05-01,CD116,73.49,Low,No,Long-run,23060.0,0,0,4722.0,7846
2015-08-01,CD109,28.73,Moderate,Yes,Long-run,88512.0,0,1,400.0,5600
2016-11-01,CD101,37.81,Abundant,Yes,High,54332.0,1,1,3428.0,7334
2018-05-01,CD36,40.08,Low,Yes,High,35835.0,0,1,4024.0,2659
2018-04-01,CD31,57.63,Abundant,No,Very-low,89447.0,0,1,3210.0,2046
2013-05-01,CD121,84.59,Low,Yes,Short-run,39418.0,1,0,3587.0,3503
2012-02-01,CD45,59.1,Abundant,No,Very-low,15647.0,1,1,3827.0,4529
2018-12-01,CD69,63.53,Moderate,Yes,Very-low,42170.0,0,1,3100.0,5832
2017-03-01,CD3,2.91,Moderate,No,Short-run,91719.0,0,0,4552.0,6417
2016-08-01,CD44,7.08,Abundant,Yes,Long-run,48867.0,1,1,4826.0,3776
2017-04-01,CD70,28.15,Low,Yes,Short-run,81890.0,1,0,1720.0,1957
2018-03-01,CD135,77.4,Abundant,Yes,High,58228.0,0,1,4356.0,5551
2020-01-01,CD97,45.49,Moderate,No,Low,68468.0,0,1,2201.0,5158
2013-10-01,CD120,18.76,Abundant,Yes,Long-run,51972.0,0,1,385.0,7042
2019-07-01,CD13,36.37,Low,Yes,High,66062.0,1,0,136.0,4374
2016-12-01,CD35,74.4,Moderate,Yes,Long-run,903.0,0,1,4867.0,8951
2017-06-01,CD16,34.19,Abundant,Yes,High,54800.0,1,0,4539.0,4168
2014-09-01,CD18,76.63,Low,No,Very-low,9984.0,0,0,2835.0,6739
2012-09-01,CD68,56.07,Moderate,No,Low,17545.0,0,1,1465.0,7738
2019-05-01,CD102,78.93,Moderate,No,Long-run,52173.0,1,0,4551.0,6518
2016-11-01,CD58,60.69,Moderate,No,Long-run,12330.0,0,0,777.0,7260
2020-07-01,CD50,31.92,Moderate,No,Very-low,43881.0,0,1,1093.0,7384
2017-04-01,CD61,70.8,Low,No,Very-low,25540.0,1,0,1446.0,7663
2012-04-01,CD111,5.13,Low,Yes,High,54864.0,1,0,4750.0,6093
2017-01-01,CD116,93.14,Moderate,No,Low,61991.0,0,0,2251.0,7063
2013-02-01,CD87,1.97,Low,Yes,Short-run,41722.0,0,0,1701.0,2739
2017-09-01,CD43,57.2,Abundant,No,Short-run,28183.0,0,1,2799.0,6420
2016-05-01,CD99,93.64,Moderate,No,Low,63490.0,0,0,2631.0,4348
2016-01-01,CD142,33.77,Low,No,Short-run,12819.0,0,0,5356.0,4787
2017-09-01,CD29,34.83,Abundant,No,Short-run,67190.0,1,0,910.0,4677
2020-07-01,CD46,60.2,Abundant,No,Very-low,71689.0,0,0,260.0,2933
2015-02-01,CD87,63.09,Moderate,Yes,Low,26304.0,0,0,4312.0,7823
2015-09-01,CD54,18.26,Low,Yes,Short-run,78711.0,1,0,1008.0,6276
2014-11-01,CD90,48.74,Abundant,Yes,Short-run,79775.0,1,1,5381.0,2997
2015-04-01,CD93,59.85,Abundant,No,Low,50576.0,0,1,3434.0,8384
2012-06-01,CD11,41.92,Abundant,No,High,37502.0,0,0,4791.0,1717
2013-02-01,CD107,21.34,Moderate,Yes,Low,36716.0,1,1,377.0,6953
2015-06-01,CD99,53.17,Low,No,Long-run,8279.0,1,0,3226.0,6730
2013-01-01,CD57,31.44,Low,Yes,Short-run,66720.0,0,1,3769.0,3188
2016-08-01,CD121,75.93,Abundant,Yes,Long-run,77481.0,1,1,3498.0,8543
2018-03-01,CD43,91.56,Low,No,Low,22154.0,1,0,3047.0,5628
2013-11-01,CD89,9.82,Moderate,Yes,Low,60047.0,1,0,3970.0,5097
2012-10-01,CD105,92.27,Moderate,No,Short-run,48410.0,1,0,96.0,5649
2012-05-01,CD97,6.46,Low,Yes,High,68679.0,0,1,3179.0,6363
2018-08-01,CD45,76.48,Moderate,No,Low,21726.0,1,1,2151.0,2731
2017-09-01,CD62,90.2,Low,Yes,Low,60714.0,0,0,5196.0,7618
2018-12-01,CD22,50.5,Low,No,Short-run,78229.0,0,0,1640.0,8056
2015-03-01,CD67,47.39,Abundant,Yes,Long-run,45545.0,1,0,700.0,4717
2018-05-01,CD119,24.1,Moderate,Yes,Long-run,43037.0,0,0,1606.0,8396
2017-06-01,CD17,31.27,Moderate,Yes,High,90690.0,1,0,1565.0,3555
2012-07-01,CD72,69.84,Abundant,Yes,High,78628.0,1,0,689.0,7440
2020-10-01,CD117,6.66,Moderate,Yes,Short-run,7951.0,1,1,1383.0,4935
2020-03-01,CD142,6.46,Abundant,Yes,Very-low,71461.0,1,1,4063.0,7926
2016-12-01,CD98,39.82,Moderate,No,Short-run,67184.0,1,0,1560.0,6395
2018-12-01,CD40,58.36,Moderate,Yes,Short-run,33450.0,0,0,307.0,7503
2012-11-01,CD99,76.36,Abundant,No,Very-low,42143.0,0,1,2282.0,3713
2019-09-01,CD41,80.69,Low,Yes,Short-run,29796.0,0,0,437.0,8354
2018-03-01,CD97,38.47,Moderate,No,High,71596.0,0,0,2982.0,4207
2013-02-01,CD100,18.1,Low,Yes,Long-run,49643.0,1,0,3117.0,2772
2018-11-01,CD85,43.1,Low,No,Short-run,3544.0,0,1,2733.0,2016
2013-04-01,CD119,56.02,Moderate,Yes,Short-run,82783.0,1,0,4689.0,3865
2017-12-01,CD43,59.92,Abundant,No,Short-run,56006.0,1,0,2027.0,4996
2015-06-01,CD9,18.56,Abundant,No,Long-run,29197.0,1,0,720.0,3320
2015-10-01,CD18,23.64,Abundant,Yes,Short-run,51120.0,0,1,5146.0,7565
2012-12-01,CD76,13.94,Low,No,Long-run,24029.0,1,0,3701.0,6279
2018-11-01,CD97,79.78,Abundant,Yes,High,90775.0,0,1,2538.0,8265
2020-03-01,CD103,92.42,Moderate,No,Low,16638.0,0,0,3646.0,4460
2012-03-01,CD14,56.82,Abundant,Yes,High,17605.0,1,1,2115.0,5874
2013-11-01,CD9,32.17,Abundant,Yes,Very-low,59639.0,1,0,144.0,5416
2014-09-01,CD131,9.28,Low,No,Short-run,67712.0,1,1,3582.0,7708
2016-08-01,CD9,3.53,Moderate,No,Low,57463.0,0,0,1719.0,5035
2016-04-01,CD111,25.02,Moderate,No,High,50988.0,1,0,3117.0,4663
2020-12-01,CD22,82.85,Moderate,No,Low,16559.0,1,0,4524.0,5119
2016-07-01,CD112,36.39,Moderate,Yes,Short-run,26834.0,0,0,1987.0,2352
2012-05-01,CD69,42.64,Low,Yes,Low,25561.0,0,0,504.0,5800
2013-07-01,CD116,83.8,Moderate,No,Low,40886.0,1,0,2674.0,6927
2012-10-01,CD87,31.85,Abundant,No,High,37520.0,1,1,1899.0,3701
2014-06-01,CD52,69.9,Moderate,Yes,Low,43124.0,1,1,2730.0,5219
2020-03-01,CD56,26.98,Low,No,High,38201.0,1,1,1061.0,7458
2018-07-01,CD100,9.2,Moderate,Yes,Very-low,46377.0,1,0,91.0,6299
2012-07-01,CD91,7.49,Moderate,No,Very-low,31718.0,0,1,2589.0,2225
2017-02-01,CD125,99.75,Moderate,No,Short-run,949.0,0,0,102.0,8050
2015-02-01,CD125,10.62,Abundant,Yes,High,46446.0,1,1,2933.0,8802
2013-09-01,CD68,63.11,Abundant,Yes,Long-run,944.0,1,1,4105.0,4630
2013-12-01,CD83,76.9,Low,No,Low,87635.0,1,0,630.0,3144
2016-12-01,CD130,35.16,Moderate,No,High,92121.0,1,1,2562.0,8170
2017-07-01,CD2,96.25,Low,No,Short-run,31712.0,1,1,123.0,6441
2012-01-01,CD41,55.25,Abundant,Yes,Long-run,15989.0,0,1,910.0,3487
2018-02-01,CD125,25.74,Low,No,High,52253.0,1,1,256.0,1600
2012-10-01,CD8,80.56,Low,Yes,High,59438.0,1,1,506.0,3928
2019-10-01,CD142,20.96,Abundant,Yes,High,11959.0,0,0,2281.0,3126
2014-02-01,CD35,73.64,Moderate,No,Low,80547.0,0,1,4272.0,3360
2012-10-01,CD122,73.83,Moderate,Yes,Short-run,75681.0,0,1,2449.0,8082
2016-04-01,CD42,5.95,Low,No,Low,54581.0,1,0,695.0,8048
2019-03-01,CD132,87.66,Low,No,Long-run,59082.0,1,1,5118.0,5502
2018-12-01,CD5,67.69,Moderate,No,Short-run,49666.0,0,1,3004.0,6235
2017-05-01,CD68,2.29,Low,No,Very-low,7193.0,0,0,1442.0,1854
2018-05-01,CD11,82.89,Abundant,Yes,Low,77824.0,1,1,2393.0,2908
2020-05-01,CD15,98.04,Moderate,Yes,Very-low,2375.0,0,1,492.0,1377
2015-04-01,CD29,74.17,Abundant,Yes,High,40851.0,1,0,3871.0,5118
2020-07-01,CD73,61.79,Abundant,Yes,Low,18847.0,0,0,1060.0,1790
2018-03-01,CD21,54.87,Moderate,Yes,Short-run,89211.0,0,1,3984.0,5773
2013-09-01,CD128,33.75,Moderate,No,Very-low,27427.0,0,1,2305.0,5426
2020-12-01,CD112,74.36,Abundant,Yes,Low,44828.0,1,0,2682.0,6926
2015-06-01,CD2,96.7,Low,No,Short-run,84487.0,1,0,4703.0,6323
2014-12-01,CD139,8.06,Abundant,Yes,High,73374.0,1,1,5347.0,6075
2018-01-01,CD107,39.28,Low,No,High,52162.0,1,1,931.0,1377
2019-06-01,CD82,64.55,Abundant,No,Low,28999.0,1,0,3006.0,6332
2015-05-01,CD55,78.91,Abundant,Yes,High,63439.0,0,0,1350.0,3121
2018-11-01,CD77,33.34,Abundant,No,Very-low,17486.0,1,0,1969.0,2437
2013-06-01,CD2,45.04,Low,No,Short-run,84346.0,1,1,4167.0,6152
2016-12-01,CD91,36.73,Moderate,No,High,76227.0,1,0,2994.0,6782
2018-07-01,CD135,69.34,Moderate,Yes,High,8881.0,1,1,1459.0,1613
2015-07-01,CD77,27.92,Abundant,No,Low,84030.0,0,1,2201.0,2713
2012-03-01,CD23,4.42,Low,Yes,Short-run,5469.0,0,1,4324.0,7648
2014-01-01,CD42,39.82,Moderate,Yes,High,7257.0,1,1,1083.0,2618
2012-06-01,CD122,40.04,Abundant,No,Low,6301.0,0,1,3632.0,4224
2013-11-01,CD72,22.95,Abundant,Yes,Short-run,46030.0,1,1,589.0,5596
2012-05-01,CD89,1.36,Low,No,High,15227.0,1,0,4070.0,3585
2017-02-01,CD108,48.09,Moderate,No,High,61360.0,0,1,4084.0,1675
2014-07-01,CD67,53.7,Abundant,Yes,High,60920.0,0,0,4103.0,7134
2012-11-01,CD100,54.96,Low,No,Very-low,10101.0,0,1,1427.0,8830
2018-08-01,CD94,46.12,Moderate,No,Long-run,44565.0,1,1,3378.0,5183
2020-07-01,CD36,36.14,Moderate,Yes,High,81288.0,0,1,2644.0,6886
2015-01-01,CD116,95.62,Low,No,Long-run,74036.0,0,1,2877.0,2529
2014-11-01,CD84,86.48,Moderate,Yes,Low,90123.0,1,1,1948.0,8546
2016-10-01,CD71,74.43,Low,Yes,Low,22664.0,1,1,1055.0,8493
2015-06-01,CD122,58.61,Low,No,Short-run,74849.0,0,1,1746.0,3013
2020-02-01,CD73,72.06,Low,Yes,High,66814.0,0,1,1589.0,8553
2018-08-01,CD67,66.47,Low,No,High,39761.0,1,0,866.0,3224
2015-12-01,CD95,47.8,Moderate,Yes,Very-low,80452.0,1,1,2183.0,4586
2017-02-01,CD2,29.36,Low,No,Very-low,29602.0,1,1,2008.0,6056
2015-05-01,CD80,34.97,Abundant,Yes,Long-run,82796.0,1,0,3829.0,6563
2016-07-01,CD9,51.47,Abundant,No,Low,24168.0,1,1,5172.0,7946
2012-05-01,CD88,30.77,Moderate,Yes,Short-run,88518.0,1,1,398.0,8469
2019-06-01,CD96,10.55,Low,No,Long-run,88830.0,1,0,410.0,6704
2016-03-01,CD119,66.94,Abundant,Yes,Short-run,61565.0,0,1,3291.0,2692
2012-03-01,CD72,58.7,Low,Yes,Very-low,80457.0,0,0,2855.0,2035
2013-01-01,CD24,81.86,Low,Yes,High,56788.0,1,0,3412.0,3304
2016-01-01,CD76,12.98,Moderate,Yes,Short-run,28591.0,1,1,5117.0,3923
2013-10-01,CD54,55.52,Low,No,High,22066.0,1,1,4547.0,4558
2020-06-01,CD23,45.13,Moderate,Yes,Long-run,918.0,0,0,4559.0,5674
2020-08-01,CD40,55.18,Moderate,Yes,High,1559.0,1,1,4406.0,3813
2012-07-01,CD113,50.74,Low,No,Very-low,60424.0,1,1,3419.0,5306
2014-08-01,CD41,86.36,Abundant,Yes,Very-low,55156.0,1,1,373.0,8767
2014-05-01,CD54,91.79,Moderate,No,Low,35941.0,1,1,2522.0,8632
2019-03-01,CD50,42.64,Abundant,Yes,Short-run,73386.0,1,0,2516.0,1735
2015-06-01,CD26,62.74,Low,Yes,Very-low,30940.0,0,1,2116.0,8656
2018-10-01,CD31,11.92,Low,Yes,Short-run,19057.0,0,1,5528.0,4265
2016-12-01,CD123,78.5,Low,No,Low,24536.0,1,0,4639.0,6596
2013-12-01,CD103,21.89,Abundant,Yes,High,83233.0,1,0,4109.0,8253
2017-11-01,CD64,85.48,Moderate,No,Long-run,61782.0,0,1,4173.0,1524
2018-02-01,CD105,12.28,Low,No,High,59564.0,1,1,3075.0,5851
2015-05-01,CD137,8.09,Moderate,No,Long-run,92869.0,1,1,3636.0,3808
2019-07-01,CD11,27.92,Low,No,Long-run,64411.0,1,1,2032.0,2809
2018-01-01,CD17,24.94,Low,No,Long-run,65008.0,0,1,1681.0,5130
2012-08-01,CD28,65.75,Abundant,Yes,Low,74660.0,0,0,3236.0,3457
2019-01-01,CD140,66.25,Low,No,High,33398.0,1,1,2180.0,3793
2017-04-01,CD19,73.76,Moderate,No,Low,32751.0,0,1,4949.0,5481
2020-05-01,CD102,46.5,Abundant,No,Short-run,35272.0,1,0,1835.0,6196
2017-10-01,CD7,74.46,Low,Yes,High,48586.0,0,0,4025.0,5301
2013-05-01,CD97,89.25,Moderate,Yes,High,19508.0,1,0,332.0,3336
2016-09-01,CD43,12.44,Abundant,Yes,Long-run,11146.0,0,0,5241.0,8480
2019-08-01,CD135,10.28,Moderate,Yes,Short-run,85436.0,0,1,1995.0,1507
2017-06-01,CD28,28.42,Moderate,No,Very-low,39523.0,0,0,218.0,8991
2012-06-01,CD140,3.37,Abundant,Yes,Low,58324.0,1,0,137.0,7093
2015-07-01,CD58,29.9,Low,Yes,Low,87818.0,0,0,3626.0,6129
2020-06-01,CD27,74.38,Moderate,No,Long-run,54094.0,1,0,5118.0,5647
2019-05-01,CD65,27.97,Moderate,No,High,54347.0,1,1,4078.0,1877
2019-09-01,CD109,5.44,Low,No,Very-low,40674.0,1,1,1583.0,5719
2018-12-01,CD66,79.17,Moderate,Yes,Long-run,64759.0,1,0,3340.0,1484
2014-07-01,CD2,28.58,Moderate,No,Low,14308.0,1,1,59.0,4007
2016-11-01,CD120,16.03,Low,Yes,Short-run,64756.0,1,1,5290.0,2670
2014-06-01,CD2,38.62,Abundant,Yes,Long-run,64266.0,0,0,3613.0,4713
2012-04-01,CD32,88.76,Low,Yes,Long-run,9024.0,0,0,4092.0,5648
2012-05-01,CD90,10.97,Abundant,No,High,44202.0,0,1,619.0,7193
2016-11-01,CD14,44.83,Moderate,Yes,Long-run,31272.0,1,1,5354.0,6546
2014-10-01,CD101,59.61,Abundant,Yes,Very-low,39730.0,0,1,1896.0,6932
2018-04-01,CD26,86.81,Moderate,No,High,68268.0,0,0,3102.0,3131
2018-04-01,CD44,64.05,Low,No,Very-low,85210.0,1,1,4373.0,4296
2017-03-01,CD137,97.31,Moderate,Yes,Low,76421.0,0,1,4137.0,4265
2017-05-01,CD62,43.73,Moderate,No,Very-low,67295.0,0,1,3364.0,3861
2020-02-01,CD114,72.61,Low,Yes,Low,88088.0,1,1,338.0,6169
2018-10-01,CD83,42.19,Moderate,No,Very-low,47073.0,1,1,2355.0,5108
2018-03-01,CD121,10.12,Low,No,Very-low,42385.0,1,1,2860.0,8527
2012-05-01,CD20,89.55,Moderate,Yes,Low,79231.0,0,0,1008.0,5708
2012-10-01,CD136,68.23,Low,No,Very-low,41786.0,1,0,345.0,1362
2019-08-01,CD134,74.71,Abundant,Yes,Short-run,24157.0,1,0,4211.0,8537
2015-12-01,CD48,17.17,Low,No,Short-run,55944.0,1,1,3616.0,2475
2012-11-01,CD36,98.76,Low,No,Short-run,92975.0,1,0,4150.0,8982
2014-08-01,CD137,59.7,Moderate,Yes,Very-low,82838.0,1,0,2908.0,1546
2019-09-01,CD121,39.9,Low,No,Long-run,1107.0,1,1,903.0,7958
2019-03-01,CD33,49.02,Abundant,Yes,High,17281.0,0,1,4621.0,6861
2020-02-01,CD106,64.56,Abundant,Yes,Very-low,41907.0,0,1,4789.0,6768
2017-12-01,CD93,52.96,Low,Yes,Long-run,12598.0,0,0,1654.0,8805
2020-02-01,CD37,35.78,Moderate,Yes,Short-run,79986.0,0,0,1888.0,6552
2018-01-01,CD113,83.5,Moderate,No,Long-run,49308.0,0,1,2012.0,6904
2012-05-01,CD121,83.65,Abundant,No,Long-run,22247.0,0,0,4122.0,5992
2019-07-01,CD71,4.03,Low,Yes,High,81928.0,1,1,89.0,3732
2018-11-01,CD98,37.54,Abundant,No,Very-low,35159.0,0,1,2018.0,7851
2016-09-01,CD58,70.68,Abundant,Yes,Short-run,19333.0,1,1,806.0,7948
2013-11-01,CD21,3.13,Moderate,No,Low,23772.0,1,1,1715.0,4979
2012-12-01,CD40,68.79,Low,Yes,Very-low,22465.0,1,1,5477.0,2295
2020-07-01,CD37,52.44,Abundant,No,Low,53415.0,1,1,1012.0,7360
2013-12-01,CD101,85.99,Abundant,Yes,Very-low,82377.0,0,1,3791.0,4795
2019-03-01,CD68,70.38,Abundant,No,Short-run,62882.0,1,1,3161.0,4961
2014-09-01,CD86,86.51,Moderate,No,Short-run,63862.0,1,0,2801.0,5510
2016-08-01,CD89,6.27,Moderate,No,Low,79284.0,0,0,5365.0,1679
2016-08-01,CD64,44.48,Abundant,Yes,Long-run,28355.0,0,0,4769.0,4068
2015-05-01,CD139,68.91,Low,No,High,5033.0,1,0,4349.0,8808
2015-02-01,CD71,95.35,Moderate,Yes,Long-run,47258.0,0,1,2145.0,2260
2017-04-01,CD54,17.42,Abundant,No,Short-run,19019.0,0,1,4566.0,3463
2020-07-01,CD77,15.98,Abundant,Yes,Short-run,41522.0,0,0,966.0,4670
2017-02-01,CD119,23.23,Abundant,Yes,High,67812.0,1,0,5346.0,8297
2018-01-01,CD62,39.08,Moderate,No,Low,47474.0,1,0,981.0,3155
2019-10-01,CD111,90.08,Abundant,Yes,Very-low,75144.0,0,1,4730.0,2892
2012-06-01,CD46,66.24,Abundant,Yes,Long-run,62653.0,0,1,671.0,1996
2019-04-01,CD85,92.45,Low,No,Long-run,54253.0,0,0,873.0,5428
2017-04-01,CD76,91.69,Low,No,Low,20200.0,1,1,3521.0,2649
2014-09-01,CD76,85.86,Low,Yes,Long-run,10805.0,1,0,3592.0,3516
2018-04-01,CD44,19.5,Abundant,No,Low,58980.0,1,0,3471.0,8031
2020-01-01,CD101,7.17,Low,Yes,Short-run,92939.0,1,0,3253.0,2663
2013-02-01,CD87,89.42,Low,Yes,High,34697.0,1,1,4947.0,4693
2013-11-01,CD65,13.47,Moderate,Yes,Low,3186.0,1,1,2919.0,5373
2018-10-01,CD50,23.49,Moderate,No,Short-run,8103.0,0,0,4167.0,3974
2013-12-01,CD50,55.77,Moderate,Yes,Long-run,43977.0,1,1,4321.0,8928
2017-07-01,CD23,2.65,Moderate,Yes,Low,20416.0,1,0,1980.0,8032
2017-05-01,CD45,86.74,Low,Yes,Long-run,25072.0,1,1,1671.0,5722
2019-09-01,CD99,53.56,Low,Yes,High,33180.0,1,1,3307.0,3203
2015-01-01,CD131,97.09,Moderate,No,Long-run,28910.0,1,1,2783.0,7759
2014-04-01,CD131,1.06,Low,No,Low,7906.0,0,0,1195.0,1411
2015-12-01,CD120,18.91,Low,Yes,High,43316.0,0,0,5180.0,4815
2017-04-01,CD97,47.82,Moderate,No,Long-run,85041.0,1,1,3219.0,6546
2012-01-01,CD96,25.72,Abundant,Yes,Long-run,59621.0,0,1,1905.0,8302
2012-07-01,CD111,88.21,Abundant,No,Low,59433.0,1,0,2990.0,5355
2017-11-01,CD130,33.99,Low,No,Short-run,25524.0,1,1,1341.0,6771
2014-04-01,CD134,93.6,Abundant,Yes,High,92230.0,0,0,4830.0,3859
2018-09-01,CD40,54.23,Moderate,Yes,Very-low,20625.0,1,1,927.0,4038
2016-08-01,CD99,46.37,Low,No,High,18072.0,1,0,4359.0,3109
2015-03-01,CD64,3.39,Abundant,Yes,High,72115.0,0,0,748.0,4272
2019-12-01,CD59,27.21,Moderate,Yes,High,47340.0,1,0,1132.0,6455
2012-12-01,CD51,39.13,Low,No,Low,72673.0,0,0,1297.0,4831
2016-06-01,CD113,89.4,Low,Yes,Long-run,9371.0,0,1,4962.0,8401
2019-11-01,CD45,95.4,Abundant,No,Short-run,26955.0,0,0,3163.0,1584
2017-09-01,CD114,80.91,Low,Yes,Short-run,69967.0,0,0,664.0,6504
2020-10-01,CD83,45.34,Low,No,Short-run,82419.0,1,0,1834.0,7134
2015-02-01,CD134,73.38,Abundant,Yes,Very-low,77682.0,0,1,2662.0,1581
2015-01-01,CD115,98.24,Moderate,Yes,Short-run,73096.0,1,0,2710.0,7142
2019-04-01,CD15,63.12,Moderate,No,Very-low,87029.0,0,1,2672.0,4632
2020-10-01,CD59,30.26,Low,No,Short-run,89036.0,0,1,2112.0,6414
2014-03-01,CD135,76.84,Moderate,No,Very-low,34044.0,0,0,2326.0,1545
2013-04-01,CD135,25.08,Abundant,No,High,86229.0,0,0,4890.0,7866
2018-02-01,CD98,30.93,Moderate,Yes,Long-run,71559.0,1,0,2079.0,7365
2015-11-01,CD13,81.29,Moderate,Yes,Short-run,35524.0,1,0,1169.0,8542
2017-10-01,CD55,79.02,Moderate,Yes,Low,9287.0,1,0,1739.0,4934
2017-05-01,CD110,47.45,Low,Yes,Low,76754.0,0,1,2255.0,8146
